MeetingID|GroupName|Address|Area|State|PostCode|Day_Time|Contact|PartialMatch|FormattedAddress|Exact_Lat|Exact_Lng
"877"|"Praytnarthi Group"|"Datta Tarun Mandal, Sarnaik Colony, Near Timber Market,"|"Kolhapur"|"Maharashtra"|"416008"|"Fri 7.30 pm"|"09823232434"|"true"|"Datta Tarun Mandal, Sarnaik Colony, Near Timber Market,, Kolhapur, Maharashtra - 416008"|"16.686928000"|"74.244603000"
"878"|"Praytnarthi Group"|"Dasra Chowk, Nehru Vachanalaya,"|"Kolhapur"|"Maharashtra"|"416008"|"Mon 7.30 pm"|"09371837954"|"true"|"Dasra Chowk, Nehru Vachanalaya, , Kolhapur, Maharashtra - 416008"|"16.691307600"|"74.244866200"
"879"|"Praytnarthi Group"|"Kolhapur High School, Khari Corner,"|"Kolhapur"|"Maharashtra"|"416002"|"Thu 7.30 pm"|"09923034350"|"true"|"Shivaji Peth A Ward, C Ward, Kolhapur, Maharashtra 416002, India"|"16.690714000"|"74.222190000"
"880"|"Seva Group"|"Khelkhandoba Talim, Shukrwar Peth,"|"Kolhapur"|"Maharashtra"|"416002"|"Mon/Wed/Fri 7.30 pm and Sun 7.30 am"|"09326782583"|"true"|"Khelkhandoba Talim, Shukrwar Peth,, Kolhapur, Maharashtra - 416002"|"16.701532300"|"74.216400600"
"881"|"Sanjivani Group"|"Janswashtya Daskhtha Samiti, Gulmohar, Five Bungalow,"|"Kolhapur"|"Maharashtra"|"416115"|"Thu/Sun 7.30 pm"|"09175379639"|"true"|"Janswashtya Daskhtha Samiti, Gulmohar, Five Bungalow,, Kolhapur, Maharashtra - 416115"|"16.699233100"|"74.221601000"
"882"|"Parivartan Group"|"Kumarswami Sanstha, Near Old Railway Station,"|"Latur"|"Maharashtra"|"413512"|"Thu 7.30 pm"|""|"true"|"Kumarswami Sanstha, Near Old Railway Station,, Latur, Maharashtra - 413512"|"18.396892000"|"76.578071300"
"883"|"Parivartan Group"|"Shamrao Patil Viddyalaya, Near Mitra Nagar Post Office, Khori Galli,"|"Latur"|"Maharashtra"|"413512"|"-"|"09096861541"|"true"|"Shamrao Patil Viddyalaya, Near Mitra Nagar Post Office, Khori Galli,, Latur, Maharashtra - 413512"|"18.400433000"|"76.578314000"
"884"|"Jeevan Aasha Group"|"Shri Marwadi Rajasthan High School, Signal Camp,"|"Latur"|"Maharashtra"|"413512"|"Mon 7.30 pm (Regular) - Wed 7.30 pm (Liter)"|"09881448667"|"true"|"Signal Camp, Latur, Maharashtra 413512, India"|"18.396783000"|"76.570017800"
"885"|"Jeevan Deep Group"|"St. Joseph School, Jaychand Chowk,"|"Lonavla"|"Maharashtra"|"410401"|"Wed/Fri/Sun 7.00 pm"|"09890851905"|"true"|"Near Railway Station, Siddharth Nagar, Lonavala, Maharashtra 410401, India"|"18.748923100"|"73.406530100"
"886"|"Malshiras Group"|"PHC Malshiras, Akluj Road,"|"Malshiras"|"Maharashtra"|"413107"|"Mon/Fri 6.30 am"|""|"true"|"PHC Malshiras, Akluj Road, , Malshiras, Maharashtra - 413107"|"17.890199900"|"75.006020600"
"887"|"Mira Group."|"St. Joseph Church, Sheetal Nagar,"|"Mira Road (E)"|"Maharashtra"|"401107"|"Mon/Fri 7.30 pm"|""|"true"|"Krista Shanti Dham, St Joseph Nagar, Holy Cross Convent School Road , Mira Road (East), Thane, Maharashtra 401107, India"|"19.284826200"|"72.865294800"
"888"|"Samadhan Group"|"Near St. Jerome, Kashmira,"|"Mira Road (E)"|"Maharashtra"|"401107"|"Wed 7.30 pm"|"09819840512"|"true"|"NH8, Kashimira, Mira Road East, Mira Bhayandar, Maharashtra 401107, India"|"19.273668900"|"72.883789900"
"889"|"Holy Spirit Group"|"Holy Spirit Hospital, Mahakali Caves Road, Andheri (E),"|"Mumabi"|"Maharashtra"|"400093"|"Fri 7.30 pm"|""|"true"|"Mahakali Caves Road, Andheri East, Mumbai, Maharashtra 400093, India"|"19.127414000"|"72.867287000"
"890"|"Versova Beach Group"|"St. Anthony's High School, Gr Floor, Opp. Our Lady of Health Church, Yari Road, Andheri (W)"|"Mumbai"|"Maharashtra"|"400093"|"Sun 11.00 am"|""|"true"|"Yari Road, Near House Of Charity, Versova, Mumbai, Maharashtra 400061, India"|"19.143397100"|"72.809150100"
"891"|"Canosa Group"|"Canosa Convent High School, Mahakali Caves Road, Andheri (E),"|"Mumbai"|"Maharashtra"|"400093"|"Tue/Sat 7.30 pm"|""|"true"|"Near Holy Spirit Hospital, Mahakali Caves Rd, Andheri East, Mumbai, Maharashtra 400059, India"|"19.125436800"|"72.865509700"
"892"|"Cause of Our Joy Group"|"St. Anthony High School, Vakola Bridge, Santacruz (E),"|"Mumbai"|"Maharashtra"|"400055"|"Tue 7.30 pm"|"09820954861"|"true"|"Nehru Road, Santacruz East, Siddharath Nagar, Vakola, Santacruz East, Mumbai, Maharashtra 400055, India"|"19.079910400"|"72.853338500"
"893"|"E.S.I.S. Group"|"E.S.I.S. Hospital, Opp. Police Station, M.I.D.C., Andheri (W),"|"Mumbai"|"Maharashtra"|"400093"|"Sun 7.30 pm"|""|"true"|"Panchdeep Bhawan, Plot No.9, Road No.7, MIDC, Marol, Andheri East, Near Akruti Trade Centre, Mumbai, Maharashtra 400093, India"|"19.117221600"|"72.872713200"
"894"|"Group of Grace Group"|"Mary's Clan, Behind Mt. Mary Basilica, Mt. Marry Road, Bandra (W),"|"Mumbai"|"Maharashtra"|"400068"|"Mon/Wed/Fri 7.00 pm"|""|"true"|"Basilica of Our Lady of the Mount,, Bandra West, Mumbai, Maharashtra 400050, India"|"19.046508000"|"72.822438100"
"895"|"Good Shepherd Group"|"Good Shepherd Church Hall, Four Bungalows, Andheri (W),"|"Mumbai"|"Maharashtra"|"400053"|"Wed/Sat 7.30 pm"|""|"true"|"Vinayak Towers, Sangeetkar N Dutta Marg, Gharkul Society, Indira Nagar, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053, India"|"19.125468600"|"72.825191500"
"896"|"Group of Courage Group."|"O.L. Health High School, Cargo Complex, Sahar Gaon, Andheri (E),"|"Mumbai"|"Maharashtra"|"400099"|"Thu 7.30 pm"|"09370698230"|"true"|"Road 2, Near Cargo Complex, Sahar,, Sahar Village, Andheri East, Mumbai, Maharashtra 400099, India"|"19.099277700"|"72.866237500"
"897"|"Holy Family Group"|"Asha Ankur Hall, Holy Family Church, Chakala, Andheri (E),"|"Mumbai"|"Maharashtra"|"400053"|"Mon 7.30 pm"|"09892805412"|"true"|"Asha Ankur Hall, Holy Family Church, Chakala, Andheri (E),, Mumbai, Maharashtra - 400053"|"19.115441000"|"72.859618000"
"898"|"Kripa Group"|"81-Mt. Carmel Church Annex, Chappel Raod, Bandra (W),"|"Mumbai"|"Maharashtra"|"400050"|"Tue/Fri 7.30 pm"|""|"true"|"81A, Chapel Road, Bandra West, Mumbai, Maharashtra 400050, India"|"19.051043100"|"72.828314100"
"899"|"Message of Hope Group"|"St. Thomas High School, Pandurang Wadi, Near Rly Station, Goregaon (E),"|"Mumbai"|"Maharashtra"|"400062"|"Tue/Thu/Sat 7.30 pm"|""|"true"|"Pandurangwadi Road, Near Railway Station, Churi Wadi, Goregaon West, Mumbai, Maharashtra 400063, India"|"19.168442000"|"72.849703000"
"900"|"Marol Group"|"St. John The Evangaleist Church, Church Road, Marol Village, Andheri (E),"|"Mumbai"|"Maharashtra"|"400059"|"Wed 7.30 pm"|""|"true"|"Church Road, Marol, Andheri (E), Mumbai, Maharashtra 400059, India"|"19.113018000"|"72.875812100"
"901"|"Mukti Group"|"Little Flower High School, Gundawli Lane No.1, Kurla Andheri Road, Andheri (E),"|"Mumbai"|"Maharashtra"|"400059"|"Wed 7.30 pm"|"09821239977"|"true"|"sunder nagar east, Mahakali Caves Rd, Mumbai, Maharashtra, India"|"19.130896300"|"72.871218400"
"902"|"Maharaja Group"|"Medicon Bhavan, Near Sahar Air Port, Sahar, Andheri (E),"|"Mumbai"|"Maharashtra"|"400099"|"Wed 7.30 pm"|"09869138776"|"true"|"Sahar,, Sahar Elevated Rd, Sahar, Sahar Village, Andheri East, Mumbai, Maharashtra 400059, India"|"19.102531800"|"72.872614900"
"903"|"Fellowship Group"|"Fatimadevi English High School, Near Pushpanagar, Malad (W),"|"Mumbai"|"Maharashtra"|"400097"|"Fri 7.30 pm"|""|"true"|"Opposite Shubham Building, Manchubhai Road, Central Ordanance Depot, Malad East, Mumbai, Maharashtra 400097, India"|"19.190691700"|"72.850355700"
"904"|"Miracle Group"|"St. Anthony Church, Marvey Raod, Malvani, Malad (W),"|"Mumbai"|"Maharashtra"|"400095"|"Sun 11.00 am"|"09870124714"|"true"|"India, Marve Rd, Malad West, Mumbai, Maharashtra 400095, India"|"19.196046900"|"72.807937100"
"905"|"New Life Group"|"St. Sebastian School, Opp. St. Peter Church, Bandra (W),"|"Mumbai"|"Maharashtra"|"400050"|"Sun 11.30 am"|""|"true"|"Hill Rd, Sayed Wadi, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"|"19.054739200"|"72.829519100"
"906"|"Navi Roshni Group"|"Infant Jesus Shrine School, Ahmedabad Highway, Jogeshwari (E),"|"Mumbai"|"Maharashtra"|"400060"|"Wed 7.30 pm Every Bank Holidy 10.30 am)"|""|"true"|"Infant Jesus Shrine School, Ahmedabad Highway, Jogeshwari (E),, Mumbai, Maharashtra - 400060"|"19.132093000"|"72.856044000"
"907"|"Arunoday Group"|"Asmita Bhavan, Asgaokar Maidan, Opp. SRP Camp, Near Western Express Highway, Jogeshwari (E)"|"Mumbai"|"Maharashtra"|"400 060"|"Sun 8.00 pm"|"09892268451"|"true"|"Asmita Bhavan, Asgaokar Maidan, Opp. SRP Camp, Near Western Express Highway, Jogeshwari (E), Mumbai, Maharashtra - 400 060"|"19.134768200"|"72.856659300"
"908"|"Our Home Group"|"St. Mary's High School, O.L. of Egypt Church, Kalina, Santacruz (E),"|"Mumbai"|"Maharashtra"|"400098"|"Mon/Fri 7.30 pm"|""|"true"|"Church Rd, Mahatma Phule Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400029, India"|"19.078428100"|"72.869063600"
"909"|"Paloti Group"|"St. Vincent Paloti Church, Opp. Vijay Nagar, Moroshi Bus Stop, Marol, Andheri (E),"|"Mumbai"|"Maharashtra"|"400059"|"Tue 7.30 pm"|""|"true"|"Marol Maroshi Rd, Vijay Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059, India"|"19.120872900"|"72.880513400"
"910"|"Phoenix Group"|"St. Anne's Church Annex, Pali Hill, Bandra (W)"|"Mumbai"|"Maharashtra"|"400050"|"Sat 7.30 pm"|""|"true"|"Pali Hill, Bandra (W), Mumbai, Maharashtra 400050, India"|"19.064324100"|"72.826476500"
"911"|"Gods Gift Group"|"Church Residence Premises, St.Cruz Ilhas"|""|"Goa"|"430005"|"Mon 6.00 pm"|"09271880898"|"true"|"Church Residence Premises, St.Cruz Ilhas, , Goa - 430005"|"15.488350000"|"73.912467000"
"912"|"Hips For The Hopeless Group"|"Baradi Chapel Residence, Premises Baradi Betul, Salcete"|""|"Goa"|"403601"|"Sun 6.00 pm"|"09764537020"|"true"|"Baradi Chapel Residence, Premises Baradi Betul, Salcete, , Goa - 403601"|"15.150684000"|"73.962812000"
"913"|"Holy Cross Group"|"Cumbea Batt Chapel Premises, Velim"|""|"Goa"|"403702"|"Sun 4.00 pm"|"0832-2773421"|"true"|"Cumbea Batt Chapel Premises, Velim , , Goa - 403702"|"15.157283000"|"73.965371000"
"914"|"Humility Group"|"Maria Bambina, Convent Premises Cuncolim"|""|"Goa"|"403703"|"Mon 6.00 pm"|"09181512192"|"true"|"Assolna - Cuncolim Road, Salcete, Cuncolim, Goa 403703, India"|"15.179583000"|"73.996407800"
"915"|"Live and Let Live Group"|"Our Lady of Sorrows Chapel Premises, Maddam Chinchinim"|""|"Goa"|"403715"|"Thu 6.00 pm"|""|"true"|"South Goa District, Chinchinim, Goa 403715, India"|"15.211872000"|"73.977612600"
"916"|"Mapusa Group"|"St. Jeromes Complex, Behind the Church, Mapusa, Bardez"|""|"Goa"|"403507"|"Tue/Sat 5.00 pm"|"09271880898"|"true"|"Market Rd, Near Mapusa Church, Angod, Mapusa, Goa 403519, India"|"15.589561300"|"73.818288500"
"917"|"Marcel Group"|"Behind Post Office, Mahila Mandal Hall Marcel"|""|"Goa"|"403107"|"Sun 6.30 pm"|"09271880898"|"true"|"Behind Post Office, Mahila Mandal Hall Marcel , , Goa - 403107"|"15.516537000"|"73.962065000"
"918"|"Martyrum Group"|"Regina Martyum High School, Premises Assolna, Salcete"|""|"Goa"|"403701"|"Tue/Fri 6.00 pm"|""|"true"|"Navelim Village, Goa 403701, India"|"15.182563000"|"73.969885300"
"919"|"Merces Group"|"Our lady of Merces Group, MercesIlhas"|""|"Goa"|"403305"|"Sat 6.00 pm"|"09271880898"|"true"|"Merces, Goa 403006, India"|"15.486040200"|"73.854541200"
"920"|"Miracle Group"|"Church Premises, Sanguem Salcete, Goa"|""|"Goa"|"403108"|"Thu 5.00 pm"|"09326132221"|"true"|"Church Premises, Sanguem Salcete, Goa, , Goa - 403108"|"15.243668000"|"73.983003000"
"921"|"Velha Group"|"St. Andrew's School, Premises Goa, Velha"|""|"Goa"|"403108"|"Thu 6.00 pm"|"09271880898"|"true"|"Maina, Goa 403108, India"|"15.444267300"|"73.881017100"
"922"|"Asha Group"|"Loyala Hall, Std. 12 CSt., Xavier's High School, Naranpura"|"Ahmadabad"|"Gujrat"|"380006"|"Thu 7.00 pm and Sun 11.00 am"|"07069299930, 09327057221"|"true"|"Near, Mirzapur Rd, Mirzapur, Lal Darwaja, Ahmedabad, Gujarat 380001, India"|"23.030676200"|"72.583951800"
"923"|"Nav Sharjar Group"|"Old Hanumanji Temple"|"Bhimpore Village"|"Gujrat"|"396210"|"Sun 4.00 pm"|"09428457866"|"true"|"Old Hanumanji Temple, Bhimpore Village, Gujrat - 396210"|"22.258652000"|"71.192380500"
"924"|"Roshni Group"|"At and Post Tukwada, Grampanchayat Office, Ta. Pardi"|"Dist. Valsad"|"Gujrat"|"396001"|"Mon 6.30 pm"|"09825730876, 09825135110"|"true"|"At and Post Tukwada, Grampanchayat Office, Ta. Pardi, Dist. Valsad, Gujrat - 396001"|"20.599234900"|"72.934245100"
"925"|"Ashirwad Group"|"Meditation Hall,  Gayatri Shakti Peeth, Sharoo Sexan Road"|"Jamnagar"|"Gujrat"|"361004"|"Thu 7.00 pm"|"09725870675, 09624095200"|"true"|"Meditation Hall,  Gayatri Shakti Peeth, Sharoo Sexan Road, Jamnagar, Gujrat - 361004"|"22.470702000"|"70.057730000"
"926"|"Daman Group"|"Shri Machhi Mahajan Campus, Shree Satyanarayan Mandir, Tin Batti Chowk"|"Nani Daman"|"Gujrat"|"396210"|"Mon/Thu 7.00 pm"|"09825872283, 09825467724, 09726102888"|"true"|"Tin Batti, Daman, Daman and Diu 396210, India"|"20.419056300"|"72.831954000"
"927"|"Mukti (Navsari) Group"|"Marathi Prathmik Shala, Maruti Nagar, Vijalpur"|"Navasari"|"Gujrat"|"396445"|"Mon/Wed 7.30 pm"|"09979246268"|"true"|"Marathi Prathmik Shala, Maruti Nagar, Vijalpur, Navasari, Gujrat - 396445"|"20.946701900"|"72.952034800"
"928"|"Prabhat (Navsari) Group"|"Navsari High School, Behind Dudhia Talav, Opp. Petrol Pump, Sahid Chowk"|"Navasari"|"Gujrat"|"396445"|"Fri 7.30 pm and Sun 11.00 am"|"09824109599, 09428759005"|"true"|"Vandri Mahollo Rd, Opp. Deveshwar Mahadev Temple, Dudhiya Talav, Vandri Mahollo, Panch Hatdi, Navsari, Gujarat 396445, India"|"20.950971700"|"72.930271600"
"929"|"A.A. Meeting"|"St. Mary High School,Kolwad Road, Near Wokhard Hospital"|"Rajkot"|"Gujrat"|"360002"|"Fri 7.00 pm"|"09825535363"|"true"|"Kalawad Road, Near St. Mary High School, Rajkot, Gujarat 360007, India"|"22.288256000"|"70.774200800"
"930"|"Navchetan Group"|"St Mary's High School, Kalawad Road, Near Wockhardt Hospital"|"Rajkot"|"Gujrat"|"360002"|"Fri 7.00 pm"|"09624095200"|"true"|"19, Kalavad Rd, Jala Ram Nagar, Rajkot, Gujarat 360001, India"|"22.288245500"|"70.774218800"
"931"|"Aashirwad Group"|"Sheth Shree Pranlal Hiralal Bakhaniwala School, Khavar Nagar, Near Udhna Canal Udhna"|"Surat"|"Gujrat"|"395007"|"Sun 11.00 am - Mon/Wed 7.30 pm"|"09327394604, 09727013317"|"true"|"Near CNG Gas Station, Kharwar Nagar, Khatodara, Surat, Gujarat 395002, India"|"21.177226700"|"72.835990300"
"932"|"Nav Chetan Group"|"Academy High School, Udhna Tan Road, Central Road, Udhna"|"Surat"|"Gujrat"|"394210"|"Fri 7.30 pm - Sun 7.00 pm"|"09824175494, 09909031622"|"true"|"411 Udhna Udyog Nagar Sangh Commercial Complex,, Central Road No. 10 Udhna,, Surat, Gujarat 394210, India"|"21.169990000"|"72.843474000"
"933"|"Nav Rachna Group"|"Nutan Vidya Mandir, Opp. Badrinarayan Temple Adajan"|"Surat"|"Gujrat"|"395009"|"Wed 7.00 pm"|"09427139103, 09376253450"|"true"|"-143,, 45, Old Adajan Rd, Janak Park Society, Adajan Gam, Surat, Gujarat 395009, India"|"21.187879900"|"72.799805000"
"934"|"Navjeevan Group"|"Jivan Bharti School, Opp Mahavir Croma Hospital, Near Gandhi Smruti Bhavan, Nanpura"|"Surat"|"Gujrat"|"385002"|"Thu 7.00 pm and Sun 10.30 am"|"08905911171, 09376944040"|"true"|"Jivan Bharti School, Opp Mahavir Croma Hospital, Near Gandhi Smruti Bhavan, Nanpura, Surat, Gujrat - 385002"|"21.190110000"|"72.813937000"
"935"|"Sarvoday Group"|"Sarvodaya High School, Bhatar Char Rasta, Opp. CNG Pump"|"Surat"|"Gujrat"|"395002"|"Sat 7.00 pm"|"09825454480, 09426776698"|"true"|"Sarvodaya High School, Bhatar Char Rasta, Opp. CNG Pump, Surat, Gujrat - 395002"|"21.170240000"|"72.831061000"
"936"|"A.A. Meeting"|"Shivanand Mission Hospital, Vyasanmukti Kendra, 1st Floor"|"Tal Jasdan"|"Gujrat"|"360050"|"Fri 4.00 pm"|"09624095200"|"true"|"Shivanand Mission Hospital, Vyasanmukti Kendra, 1st Floor, Tal Jasdan, Gujrat - 360050"|"22.035609000"|"71.201778000"
"937"|"Navjivan group"|"Narayan Vidyalaya, Nr. Gurukul circle, Soma Talav, Dabhoi Ring road"|"Vadodara"|"Gujrat"|"390019"|"TUE 7.00 pm"|"9979227244"|"true"|"Dhaboi Waghodiya Ring Rd, Goverdhan Twp, Kendranagar, Vadodara, Gujarat 390025, India"|"22.286859000"|"73.236040000"
"938"|"Sobriety Group"|"Rosary High School, Nr. Adhyapak Kutir, Pratapgunj,"|"Vadodara"|"Gujrat"|"390002"|"Wed 7.00-8.30 pm"|"9898347476"|"true"|"Rosary High School, Officers Railway Colony, Pratapgunj, Vadodara, Gujarat 390002, India"|"22.318077700"|"73.182811300"
"939"|"Ekta Group"|"Chanod Collony, AIM Hospital, Selvasa Road"|"Vapi"|"Gujrat"|"396191"|"."|"09879598110"|"true"|"Room No. 144, Silvassa Rd, Opposite M.R.K Shopping Center, GIDC, Chanod, Vapi, Gujarat 396195, India"|"20.348193600"|"72.933899900"
"940"|"Navjivan Group"|"Ashadham School, Koperli Road, Near Vaishali Cinema"|"Vapi"|"Gujrat"|"396195"|"Tue/Fri 6.30 pm"|"09825103511, 09825730876"|"true"|"Koparli Rd, Laddak, Selvas, Imran Nagar, Vapi, Gujarat 396191, India"|"20.373904300"|"72.917993400"
"941"|"Astha Group"|"Don Bosco High School, Next to Kabir Complex Makarpura, Vadodara"|""|"Gujrat"|"390010"|"Sat 7.00 pm"|"9054762792"|"true"|"Makarpura Road, Vadodara, Gujarat 390009, India"|"22.266676400"|"73.199930300"
"942"|"Nav Sharjar Group"|"Dahiben Pithawala Jagruti Girls School, Dumas Road, Bhimpore Village"|""|"Gujrat"|"394550"|"Sun. 6.00 pm, Wed 7.00 pm"|"09428457866, 09925856592"|"true"|"Dahiben Pithawala Jagruti Girls School, Dumas Road, Bhimpore Village, , Gujrat - 394550"|"22.258652000"|"71.192380500"
"943"|"Acceptance Group."|"Fortis Hospital and Research Centre, Conference Hall, (Opp. Neelam Chowk),"|"Faridabad"|"Haryana"|"121004"|"Daily 6.00 pm"|"09313987070"|"true"|"Neelam Bata Road, Opp. Neelam Cinema, Faridabad, Haryana 121001, India"|"28.391491700"|"77.306793500"
"944"|"Back To Basics Group"|"Church of the Epiphany Civil Lines"|"Gurgaon"|"Haryana"|"122001"|"Wed/Sat/Sun 7.00 pm"|"09810369757"|"true"|"Officers Colony, Civil Lines, Gurugram, Haryana 122022, India"|"28.456563500"|"77.033665900"
"945"|"Naya Sevara Group."|"Hunuman Mandir, Bastpur Village, Patodi,"|"Haryana"|"Haryana"|"-"|"Sun/Wed 5.00 pm"|"09716454975"|"true"|"Hunuman Mandir, Bastpur Village, Patodi,, Haryana, Haryana - -"|"28.793949600"|"75.813933700"
"946"|"Umeed Group"|"Panchayat Ghar, Near G.P.O., Ujolui"|"Dist Una"|"Himachal Pradesh"|"174301"|"Wed/Sun 5.00 pm"|"01975256657, 09872399890"|"true"|"Panchayat Ghar, Near G.P.O., Ujolui, Dist Una, Himachal Pradesh - 174301"|"31.468445000"|"76.270775000"
"947"|"Kangra Group."|"Modern Public Senior Secry School, Near Subji Market,"|"Kangra"|"Himachal Pradesh"|"176001"|"Sun 12.00 noon"|"1892220789"|"true"|"Modern Public Senior Secry School, Near Subji Market, , Kangra, Himachal Pradesh - 176001"|"32.099803000"|"76.269101000"
"948"|"Trikuta Group"|"Garrison Church, National Highway, Jammu Cantonment"|"Jammu"|"Jammu and Kashmir"|"180004"|"Mon 7.30 pm (April to Sept) and Mon 7.00 pm (Oct. to March)"|"09622181111"|"true"|"Garrison Church, National Highway, Jammu Cantonment, Jammu, Jammu and Kashmir - 180004"|"32.721782000"|"74.857654000"
"949"|"Back to Life Group"|"Loyola School, Inigo Block, 1st Flr., Beldih Triangle"|"Jamshedpur 831001"|"Jharkand"|"831001"|"Tue/Sat 7.00 pm"|"09234557950"|"true"|"Beldih Triangle Rd, Northern Town, Jamshedpur, Jharkhand 831001, India"|"22.807862600"|"86.182486900"
"950"|"Ranchi Group"|"St.Aloysis Primary School Compound,Purulia Road, Pathalkudwa, Naya toli, Opp Bishop House"|"Ranchi"|"Jharkand"|"834001"|"-"|"08969745692, 07856095642"|"true"|"St.Aloysis Primary School Compound,Purulia Road, Pathalkudwa, Naya toli, Opp Bishop House, Ranchi, Jharkand - 834001"|"23.368066000"|"85.335896000"
"951"|"Ballary Group"|"Municiple High School, Ananthpura Road Ballary"|"Ballary"|"Karnataka"|"583101"|"Sat 4.00 pm"|"09538835081"|"true"|"Revenue Colony, Rangaswamy Nagar, Anantapur, Andhra Pradesh 515004, India"|"14.686508000"|"77.590424400"
"952"|"12th Step Group"|"Mohan Corporation, Sports Club, 4th Square, Austin Town"|"Bangalore"|"Karnataka"|"560047"|"Sun 10.00 am"|"09740668590"|"true"|"Mohan Corporation, Sports Club, 4th Square, Austin Town , Bangalore, Karnataka - 560047"|"12.971598700"|"77.594562700"
"953"|"Aashirwadh Group"|"Govt. Primary School, Near Hebbal Police Station"|"Bangalore"|"Karnataka"|"560024"|"Wed/Fri 7.00 pm and Sun 11.00 am (Kannd/Eng)"|"09632492845"|"true"|"1, 1st Floor, 3rd Main Road, Near-Hebbal Police Station, Hebbal, Bengaluru, Karnataka 560024, India"|"13.038017000"|"77.589517000"
"954"|"Adaikalam Group"|"Rajendra Nagar, Koramangala"|"Bangalore"|"Karnataka"|"560034"|"Mon/Fri 7.00 pm (Kannd/Tamil)"|"08123618438"|"true"|"MoneyGram (inside Vijaya Bank - Koramangala), 6th Block, 80 Feet Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India"|"12.927393400"|"77.626616700"
"955"|"Anbu Illam Group"|"Gospel Street, Old Bagalur Layout, Lingarajapuram"|"Bangalore"|"Karnataka"|"560084"|"Mon/Thu 7.00 pm (Kannd/Tamil)"|"09741746569"|"true"|"Gospel Street, Old Bagalur Layout, Lingarajapuram, Bangalore, Karnataka - 560084"|"13.008364900"|"77.630638300"
"956"|"Asha Deep Group"|"Kristu Prabhalaya, Opp. Ignou 4th Block Jayanagar"|"Bangalore"|"Karnataka"|"560041"|"Mon/Wed 7.00 pm (Kannd/Tamil)"|"09611254773"|"true"|"Kristu Prabhalaya, Opp. Ignou 4th Block Jayanagar, Bangalore, Karnataka - 560041"|"12.926832000"|"77.589122220"
"957"|"Asha Kiran Group"|"St. Antony"|"Bangalore"|"Karnataka"|"562149"|"Mon/Thu/Sat 6.45 pm (Kannd/Tamil)"|"09620545904"|"true"|"St Antony Rd, Anagalapura, Bengaluru, Karnataka 562149, India"|"13.066454000"|"77.687035400"
"958"|"Begur Group"|"St Ignatius Church, Begur"|"Bangalore"|"Karnataka"|"571109"|"Sun 6.30 pm (Kannd/Tamil)"|"09740152115"|"true"|"Ignatius Church, Begur, Bengaluru, Karnataka 560068, India"|"12.873873500"|"77.626208100"
"959"|"Bel Group"|"Fine Arts Complex, BEL Jalahalli"|"Bangalore"|"Karnataka"|"560015"|"Tue/Fri/Sun 7.00 pm (Kannd/Tamil)"|"09743103777"|"true"|"49, Hesarghatta Main Rd, Geleyara Balaga Layout, Jalahalli West, Bengaluru, Karnataka 560073, India"|"13.070747100"|"77.504218500"
"960"|"Carmel Group"|"Carmel Convent School, Near Sagar Apollo Hospital, Tilak Nagar"|"Bangalore"|"Karnataka"|"560041"|"Mon/Fri/Sat 7.00 pm (Kannd/Tamil)"|"09611921482"|"true"|"East End Main Road, 4 ‘T’ Block, Jayanagar, Bengaluru, Karnataka 560041, India"|"12.926922400"|"77.597938600"
"961"|"Chandrodhaya Group"|"Chandra High School, Prakash Nagar, Rajajinagar"|"Bangalore"|"Karnataka"|"560010"|"Sat 7.00 pm (Kannd/Tamil)"|"09844398470"|"true"|"Udayam Nagar, Rajaji Nagar, Bengaluru, Karnataka 560021, India"|"12.988590600"|"77.559669200"
"962"|"Chetana Group"|"St.Antony's School, St.Francis Cathedral, St John"|"Bangalore"|"Karnataka"|"560102"|"Sun 7.00 pm (Kannd/Tamil)"|"08971871104"|"true"|"Father Servanton Circle, Cleveland Town, Fraser Town, Bengaluru, Karnataka 560005, India"|"12.992635100"|"77.611308400"
"963"|"Chiguru Group"|"Sree Pavaada Basavanna Temple, Mutt Nelamangala"|"Bangalore"|"Karnataka"|"562132"|"Thu/Sun 10.00 am (Kannd/Tamil)"|""|"true"|"Sree Pavaada Basavanna Temple, Mutt Nelamangala , Bangalore, Karnataka - 562132"|"13.087419300"|"77.411006400"
"964"|"Courage Group"|"Govt. P.U. College, Subway Yelahanka"|"Bangalore"|"Karnataka"|"560064"|"Tue/Sat 7.00 pm (Kannd/Hindi)"|"09535678465"|"true"|"Opposite Samad House, Touchstone Annexe, No.1, Hospital Road, Yelahanka, Bengaluru, Karnataka 560001, India"|"13.100053000"|"77.595940000"
"965"|"Devanahalli Group"|"GKMS School, Near Guru Bhavana, Devanahalli"|"Devanahalli"|"Karnataka"|"562110"|"(Kanndl)"|"09008994868"|"true"|"GKMS School, Near Guru Bhavana, Devanahalli , Devanahalli, Karnataka - 562110"|"12.971598700"|"77.594562700"
"966"|"Evergreen Group"|"Taluk Office Compound Hosur"|"Bangalore"|"Karnataka"|"560081"|"Mon/Wed/Fri 7.00 pm (Kannd/Tamil)"|""|"true"|"Sampangi Rama Nagar, Bengaluru, Karnataka 560002, India"|"12.962260200"|"77.588513000"
